date,page,keyword,clicks,impressions,ctr,avg_position,traffic_source,device,country
2026-01-28,/science-experiments-kids,science experiments for kids,154,2361,0.0652,9.78,organic_google,mobile,UK
2026-01-28,/spelling-activities,spelling activities,83,1791,0.0463,13.02,organic_google,desktop,UK
2026-01-28,/times-tables-games,times tables games,168,2205,0.0762,8.65,organic_bing,mobile,AU
2026-01-29,/classroom-display-ideas,classroom display ideas,61,1365,0.0447,14.62,organic_google,mobile,CA
2026-01-29,/eyfs-resources,eyfs resources,220,3399,0.0647,6.79,organic_google,tablet,US
2026-01-29,/home-learning-resources,home learning resources,587,5117,0.1147,5.13,organic_google,mobile,UK
2026-01-29,/lesson-plans-english,english lesson plans,100,1924,0.052,10.38,organic_google,desktop,UK
2026-01-29,/maths-activities-ks2,maths activities ks2,495,4070,0.1216,5.31,organic_google,desktop,UK
2026-01-29,/phonics-worksheets,phonics worksheets,592,4448,0.1331,3.55,organic_google,mobile,US
2026-01-29,/reading-comprehension-year-3,reading comprehension year 3,231,3204,0.0721,8.19,organic_google,mobile,UK
2026-01-29,/science-experiments-kids,science experiments for kids,143,2164,0.0661,10.21,organic_google,mobile,UK
2026-01-29,/spelling-activities,spelling activities,56,1724,0.0325,13.16,organic_google,desktop,UK
2026-01-29,/times-tables-games,times tables games,109,2355,0.0463,8.82,organic_google,mobile,UK
2026-01-30,/classroom-display-ideas,classroom display ideas,39,1290,0.0302,14.04,organic_google,desktop,UK
2026-01-30,/eyfs-resources,eyfs resources,227,2548,0.0891,7.31,organic_google,mobile,UK
2026-01-30,/home-learning-resources,home learning resources,657,5063,0.1298,3.71,organic_google,desktop,UK
2026-01-30,/lesson-plans-english,english lesson plans,121,2263,0.0535,9.54,organic_google,desktop,US
2026-01-30,/maths-activities-ks2,maths activities ks2,369,3820,0.0966,7.13,organic_google,mobile,CA
2026-01-30,/phonics-worksheets,phonics worksheets,396,4331,0.0914,6.22,organic_google,desktop,UK
2026-01-30,/reading-comprehension-year-3,reading comprehension year 3,245,2308,0.1062,7.58,organic_google,desktop,UK
2026-01-30,/science-experiments-kids,science experiments for kids,122,2036,0.0599,9.32,organic_google,mobile,AU
2026-01-30,/spelling-activities,spelling activities,51,1588,0.0321,13.49,organic_google,mobile,UK
2026-01-30,/times-tables-games,times tables games,166,2299,0.0722,9.68,organic_bing,mobile,UK
2026-01-31,/classroom-display-ideas,classroom display ideas,50,1025,0.0488,14.21,organic_bing,desktop,AU
2026-01-31,/eyfs-resources,eyfs resources,219,2348,0.0933,7.19,organic_google,tablet,UK
2026-01-31,/home-learning-resources,home learning resources,590,4552,0.1296,3.25,organic_google,tablet,UK
2026-01-31,/lesson-plans-english,english lesson plans,128,1735,0.0738,10.84,organic_google,tablet,AU
2026-01-31,/maths-activities-ks2,maths activities ks2,208,2515,0.0827,5.91,organic_bing,desktop,CA
2026-01-31,/phonics-worksheets,phonics worksheets,405,3917,0.1034,4.96,organic_google,mobile,CA
2026-01-31,/reading-comprehension-year-3,reading comprehension year 3,173,1867,0.0927,6.91,organic_google,mobile,UK
2026-01-31,/science-experiments-kids,science experiments for kids,96,1572,0.0611,9.51,organic_google,mobile,UK
2026-01-31,/spelling-activities,spelling activities,54,1700,0.0318,13.2,organic_google,mobile,UK
2026-01-31,/times-tables-games,times tables games,124,1564,0.0793,8.82,organic_google,desktop,UK
2026-02-01,/classroom-display-ideas,classroom display ideas,45,1173,0.0384,14.02,organic_google,desktop,UK
2026-02-01,/eyfs-resources,eyfs resources,183,2480,0.0738,7.93,organic_bing,desktop,AU
2026-02-01,/home-learning-resources,home learning resources,461,4020,0.1147,4.9,organic_yahoo,mobile,AU
2026-02-01,/lesson-plans-english,english lesson plans,94,1863,0.0505,11.47,organic_google,desktop,UK
2026-02-01,/maths-activities-ks2,math activity sheets,18,2100,0.0086,7.1,organic_google,desktop,UK
2026-02-01,/maths-activities-ks2,maths activities ks2,420,3767,0.1115,5.98,organic_google,mobile,CA
2026-02-01,/phonics-worksheets,free phonics sheets,22,2400,0.0092,6.8,organic_google,mobile,UK
2026-02-01,/phonics-worksheets,phonics worksheets,408,3237,0.126,3.84,organic_google,mobile,UK
2026-02-01,/reading-comprehension-year-3,reading comprehension year 3,261,2842,0.0918,8.25,organic_google,mobile,UK
2026-02-01,/science-experiments-kids,science experiments for kids,99,1800,0.055,10.89,organic_google,mobile,US
2026-02-01,/spelling-activities,spelling activities,59,1250,0.0472,10.99,organic_google,mobile,CA
2026-02-01,/times-tables-games,times tables games,105,2020,0.052,9.92,organic_google,desktop,CA
2026-02-02,/classroom-display-ideas,classroom display ideas,85,1625,0.0523,13.95,organic_google,mobile,US
2026-02-02,/eyfs-resources,eyfs resources,188,3433,0.0548,8.75,organic_google,desktop,US
2026-02-02,/home-learning-resources,home learning resources,650,5198,0.125,4.27,organic_google,desktop,UK
2026-02-02,/lesson-plans-english,english lesson plans,127,1945,0.0653,10.31,organic_google,desktop,UK
2026-02-02,/maths-activities-ks2,maths activities ks2,292,3655,0.0799,6.22,organic_google,desktop,AU
2026-02-02,/phonics-worksheets,phonics worksheets,519,4212,0.1232,4.88,organic_bing,desktop,UK
2026-02-02,/reading-comprehension-year-3,reading comprehension year 3,217,3014,0.072,8.55,organic_google,desktop,US
2026-02-02,/science-experiments-kids,science experiments for kids,143,2216,0.0645,10.21,organic_google,mobile,UK
2026-02-02,/spelling-activities,spelling activities,84,1973,0.0426,11.77,organic_bing,desktop,CA
2026-02-02,/times-tables-games,times tables games,223,2797,0.0797,7.53,organic_google,mobile,UK
2026-02-03,/classroom-display-ideas,classroom display ideas,54,1543,0.035,13.81,organic_google,desktop,UK
2026-02-03,/eyfs-resources,eyfs resources,222,3091,0.0718,7.99,organic_bing,desktop,US
2026-02-03,/home-learning-resources,home learning resources,774,5455,0.1419,3.55,organic_google,tablet,US
2026-02-03,/lesson-plans-english,english lesson plans,52,2141,0.0243,10.83,organic_google,mobile,UK
2026-02-03,/maths-activities-ks2,maths activities ks2,233,2841,0.082,6.21,organic_google,desktop,UK
2026-02-03,/phonics-worksheets,phonics worksheets,486,4467,0.1088,5.16,organic_google,desktop,UK
2026-02-03,/reading-comprehension-year-3,reading comprehension year 3,224,2771,0.0808,8.39,organic_google,desktop,US
2026-02-03,/science-experiments-kids,science experiments for kids,102,2173,0.0469,9.07,organic_google,desktop,UK
2026-02-03,/spelling-activities,spelling activities,116,1890,0.0614,12.27,organic_google,mobile,US
2026-02-03,/times-tables-games,times tables games,126,2855,0.0441,9.86,organic_google,mobile,UK
2026-02-04,/classroom-display-ideas,classroom display ideas,48,1377,0.0349,14.36,organic_google,tablet,UK
2026-02-04,/eyfs-resources,eyfs resources,255,3123,0.0817,7.43,organic_google,desktop,UK
2026-02-04,/home-learning-resources,home learning resources,587,4376,0.1341,4.4,organic_yahoo,mobile,UK
2026-02-04,/lesson-plans-english,english lesson plans,115,2099,0.0548,10.58,organic_google,mobile,UK
2026-02-04,/maths-activities-ks2,maths activities ks2,418,3415,0.1224,5.56,organic_google,desktop,CA
2026-02-04,/phonics-worksheets,phonics worksheets,450,3993,0.1127,5.54,organic_google,desktop,UK
2026-02-04,/reading-comprehension-year-3,reading comprehension year 3,251,2901,0.0865,7.3,organic_google,mobile,US
2026-02-04,/science-experiments-kids,science experiments for kids,97,2387,0.0406,10.7,organic_bing,mobile,UK
2026-02-04,/spelling-activities,spelling activities,69,1741,0.0396,12.23,organic_google,desktop,AU
2026-02-04,/times-tables-games,times tables games,233,2810,0.0829,8.06,organic_google,mobile,UK
2026-02-05,/classroom-display-ideas,classroom display ideas,85,1495,0.0569,14.44,organic_google,desktop,UK
2026-02-05,/eyfs-resources,eyfs resources,341,3346,0.1019,6.99,organic_google,desktop,UK
2026-02-05,/home-learning-resources,home learning resources,631,5307,0.1189,4.47,organic_google,desktop,US
2026-02-05,/lesson-plans-english,english lesson plans,68,2157,0.0315,11.33,organic_google,mobile,UK
2026-02-05,/maths-activities-ks2,maths activities ks2,367,3621,0.1014,5.21,organic_google,mobile,UK
2026-02-05,/phonics-worksheets,phonics worksheets,397,3905,0.1017,5.44,organic_bing,tablet,CA
2026-02-05,/reading-comprehension-year-3,reading comprehension year 3,234,2987,0.0783,7.08,organic_bing,mobile,UK
2026-02-05,/science-experiments-kids,science experiments for kids,142,2079,0.0683,8.92,organic_bing,mobile,UK
2026-02-05,/spelling-activities,spelling activities,69,1597,0.0432,12.33,organic_google,tablet,UK
2026-02-05,/times-tables-games,times tables games,140,2312,0.0606,8.98,organic_google,desktop,UK
2026-02-06,/classroom-display-ideas,classroom display ideas,57,1528,0.0373,14.78,organic_google,mobile,UK
2026-02-06,/eyfs-resources,eyfs resources,322,3366,0.0957,7.09,organic_google,desktop,UK
2026-02-06,/home-learning-resources,home learning resources,764,5873,0.1301,3.88,organic_google,mobile,UK
2026-02-06,/lesson-plans-english,english lesson plans,48,1941,0.0247,12.17,organic_google,desktop,UK
2026-02-06,/maths-activities-ks2,maths activities ks2,384,4010,0.0958,5.9,organic_google,mobile,US
2026-02-06,/phonics-worksheets,phonics worksheets,398,3227,0.1233,4.71,organic_google,desktop,CA
2026-02-06,/reading-comprehension-year-3,reading comprehension year 3,272,2980,0.0913,6.05,organic_google,desktop,UK
2026-02-06,/science-experiments-kids,science experiments for kids,117,2484,0.0471,10.66,organic_bing,mobile,CA
2026-02-06,/spelling-activities,spelling activities,94,1895,0.0496,11.84,organic_google,desktop,US
2026-02-06,/times-tables-games,times tables games,152,2333,0.0652,9.97,organic_bing,desktop,UK
2026-02-07,/classroom-display-ideas,classroom display ideas,37,1116,0.0332,13.45,organic_google,desktop,UK
2026-02-07,/eyfs-resources,eyfs resources,281,2604,0.1079,6.43,organic_google,mobile,UK
2026-02-07,/home-learning-resources,home learning resources,583,4764,0.1224,5.0,organic_google,mobile,AU
2026-02-07,/lesson-plans-english,english lesson plans,99,1570,0.0631,11.89,organic_google,mobile,UK
2026-02-07,/maths-activities-ks2,maths activities ks2,308,3306,0.0932,6.95,organic_google,desktop,UK
2026-02-07,/phonics-worksheets,phonics worksheets,459,3621,0.1268,4.57,organic_google,desktop,CA
2026-02-07,/reading-comprehension-year-3,reading comprehension year 3,181,2317,0.0781,8.46,organic_google,mobile,CA
2026-02-07,/science-experiments-kids,science experiments for kids,79,1728,0.0457,9.98,organic_bing,mobile,AU
2026-02-07,/spelling-activities,spelling activities,51,1508,0.0338,11.79,organic_google,mobile,UK
2026-02-07,/times-tables-games,times tables games,100,1867,0.0536,10.46,organic_bing,desktop,AU
2026-02-08,/classroom-display-ideas,classroom display ideas,40,1272,0.0314,14.01,organic_google,mobile,UK
2026-02-08,/eyfs-resources,eyfs resources,213,2421,0.088,6.34,organic_google,desktop,UK
2026-02-08,/home-learning-resources,home learning resources,562,4150,0.1354,4.07,organic_google,mobile,US
2026-02-08,/lesson-plans-english,english lesson plans,65,1868,0.0348,10.74,organic_bing,desktop,AU
2026-02-08,/maths-activities-ks2,math activity sheets,18,2100,0.0086,7.1,organic_google,desktop,UK
2026-02-08,/maths-activities-ks2,maths activities ks2,289,2607,0.1109,6.26,organic_google,desktop,UK
2026-02-08,/phonics-worksheets,free phonics sheets,22,2400,0.0092,6.8,organic_google,mobile,UK
2026-02-08,/phonics-worksheets,phonics worksheets,328,3591,0.0913,6.22,organic_google,desktop,UK
2026-02-08,/reading-comprehension-year-3,reading comprehension year 3,164,2350,0.0698,8.42,organic_google,mobile,US
2026-02-08,/science-experiments-kids,science experiments for kids,131,1873,0.0699,10.42,organic_google,desktop,UK
2026-02-08,/spelling-activities,spelling activities,61,1366,0.0447,12.19,organic_google,desktop,UK
2026-02-08,/times-tables-games,times tables games,142,2118,0.067,9.95,organic_google,desktop,UK
2026-02-09,/classroom-display-ideas,classroom display ideas,73,1560,0.0468,12.28,organic_google,mobile,AU
2026-02-09,/eyfs-resources,eyfs resources,306,3307,0.0925,7.12,organic_google,desktop,UK
2026-02-09,/home-learning-resources,home learning resources,613,5433,0.1128,4.65,organic_google,desktop,UK
2026-02-09,/lesson-plans-english,english lesson plans,103,2129,0.0484,10.44,organic_google,desktop,UK
2026-02-09,/maths-activities-ks2,maths activities ks2,354,3258,0.1087,6.37,organic_google,mobile,UK
2026-02-09,/phonics-worksheets,phonics worksheets,439,4165,0.1054,6.29,organic_google,tablet,AU
2026-02-09,/reading-comprehension-year-3,reading comprehension year 3,280,3098,0.0904,8.61,organic_google,mobile,UK
2026-02-09,/science-experiments-kids,science experiments for kids,139,2203,0.0631,10.2,organic_google,mobile,UK
2026-02-09,/spelling-activities,spelling activities,62,1847,0.0336,12.43,organic_google,desktop,UK
2026-02-09,/times-tables-games,times tables games,151,2383,0.0634,9.43,organic_google,mobile,UK
2026-02-10,/classroom-display-ideas,classroom display ideas,66,1419,0.0465,11.85,organic_google,mobile,UK
2026-02-10,/eyfs-resources,eyfs resources,331,3224,0.1027,7.09,organic_google,desktop,UK
2026-02-10,/home-learning-resources,home learning resources,746,4786,0.1559,3.11,organic_bing,desktop,UK
2026-02-10,/lesson-plans-english,english lesson plans,72,1738,0.0414,11.81,organic_google,mobile,UK
2026-02-10,/maths-activities-ks2,maths activities ks2,248,3553,0.0698,7.47,organic_google,desktop,US
2026-02-10,/phonics-worksheets,phonics worksheets,598,4468,0.1338,3.88,organic_bing,mobile,AU
2026-02-10,/reading-comprehension-year-3,reading comprehension year 3,174,2766,0.0629,8.44,organic_google,mobile,US
2026-02-10,/science-experiments-kids,science experiments for kids,118,1950,0.0605,11.33,organic_google,mobile,UK
2026-02-10,/spelling-activities,spelling activities,88,1779,0.0495,11.67,organic_google,desktop,AU
2026-02-10,/times-tables-games,times tables games,149,2471,0.0603,8.88,organic_google,desktop,CA
2026-02-11,/classroom-display-ideas,classroom display ideas,71,1592,0.0446,14.43,organic_google,mobile,UK
2026-02-11,/eyfs-resources,eyfs resources,336,3413,0.0984,6.78,organic_google,tablet,UK
2026-02-11,/home-learning-resources,home learning resources,635,6118,0.1038,4.97,organic_google,mobile,UK
2026-02-11,/lesson-plans-english,english lesson plans,115,2486,0.0463,12.12,organic_google,mobile,UK
2026-02-11,/maths-activities-ks2,maths activities ks2,371,3746,0.099,5.96,organic_google,desktop,AU
2026-02-11,/phonics-worksheets,phonics worksheets,540,4775,0.1131,5.29,organic_google,desktop,AU
2026-02-11,/reading-comprehension-year-3,reading comprehension year 3,215,2802,0.0767,7.57,organic_yahoo,mobile,UK
2026-02-11,/science-experiments-kids,science experiments for kids,122,2576,0.0474,10.97,organic_google,mobile,US
2026-02-11,/spelling-activities,spelling activities,54,1973,0.0274,13.52,organic_google,mobile,US
2026-02-11,/times-tables-games,times tables games,169,2797,0.0604,8.0,organic_google,desktop,UK
2026-02-12,/classroom-display-ideas,classroom display ideas,39,1420,0.0275,13.92,organic_google,desktop,UK
2026-02-12,/eyfs-resources,eyfs resources,372,3310,0.1124,5.86,organic_google,desktop,US
2026-02-12,/home-learning-resources,home learning resources,716,5247,0.1365,3.23,organic_google,desktop,UK
2026-02-12,/lesson-plans-english,english lesson plans,92,2152,0.0428,11.54,organic_yahoo,mobile,AU
2026-02-12,/maths-activities-ks2,maths activities ks2,449,3994,0.1124,5.86,organic_google,mobile,UK
2026-02-12,/phonics-worksheets,phonics worksheets,489,4779,0.1023,5.68,organic_google,desktop,UK
2026-02-12,/reading-comprehension-year-3,reading comprehension year 3,198,2491,0.0795,8.59,organic_google,mobile,UK
2026-02-12,/science-experiments-kids,science experiments for kids,106,2260,0.0469,10.59,organic_google,desktop,AU
2026-02-12,/spelling-activities,spelling activities,90,1719,0.0524,12.4,organic_google,mobile,CA
2026-02-12,/times-tables-games,times tables games,229,2632,0.087,8.24,organic_google,desktop,UK
2026-02-13,/classroom-display-ideas,classroom display ideas,75,1486,0.0505,12.61,organic_google,desktop,UK
2026-02-13,/eyfs-resources,eyfs resources,310,3004,0.1032,5.82,organic_yahoo,tablet,US
2026-02-13,/home-learning-resources,home learning resources,486,4543,0.107,4.71,organic_google,mobile,US
2026-02-13,/lesson-plans-english,english lesson plans,132,2203,0.0599,11.42,organic_google,mobile,AU
2026-02-13,/maths-activities-ks2,maths activities ks2,369,4167,0.0886,5.81,organic_google,mobile,CA
2026-02-13,/phonics-worksheets,phonics worksheets,574,4724,0.1215,5.86,organic_google,mobile,UK
2026-02-13,/reading-comprehension-year-3,reading comprehension year 3,184,3007,0.0612,9.38,organic_google,mobile,UK
2026-02-13,/science-experiments-kids,science experiments for kids,120,2403,0.0499,9.38,organic_google,desktop,US
2026-02-13,/spelling-activities,spelling activities,31,1696,0.0183,14.75,organic_google,desktop,CA
2026-02-13,/times-tables-games,times tables games,127,2420,0.0525,9.0,organic_google,mobile,US
2026-02-14,/classroom-display-ideas,classroom display ideas,40,1118,0.0358,13.32,organic_google,desktop,AU
2026-02-14,/eyfs-resources,eyfs resources,221,2566,0.0861,7.27,organic_bing,desktop,UK
2026-02-14,/home-learning-resources,home learning resources,598,4697,0.1273,4.41,organic_google,mobile,AU
2026-02-14,/lesson-plans-english,english lesson plans,63,1550,0.0406,11.7,organic_google,desktop,UK
2026-02-14,/maths-activities-ks2,maths activities ks2,333,3095,0.1076,6.26,organic_google,desktop,UK
2026-02-14,/phonics-worksheets,phonics worksheets,536,3932,0.1363,4.28,organic_google,tablet,UK
2026-02-14,/reading-comprehension-year-3,reading comprehension year 3,136,2172,0.0626,7.54,organic_google,desktop,UK
2026-02-14,/science-experiments-kids,science experiments for kids,133,1839,0.0723,9.74,organic_google,desktop,AU
2026-02-14,/spelling-activities,spelling activities,71,1690,0.042,12.53,organic_google,desktop,US
2026-02-14,/times-tables-games,times tables games,152,2047,0.0743,7.64,organic_google,desktop,UK
2026-02-15,/classroom-display-ideas,classroom display ideas,41,1160,0.0353,14.24,organic_google,mobile,UK
2026-02-15,/eyfs-resources,eyfs resources,159,2215,0.0718,6.58,organic_google,desktop,UK
2026-02-15,/home-learning-resources,home learning resources,653,3815,0.1712,2.34,organic_google,mobile,AU
2026-02-15,/lesson-plans-english,english lesson plans,110,1714,0.0642,10.57,organic_google,mobile,AU
2026-02-15,/maths-activities-ks2,math activity sheets,18,2100,0.0086,7.1,organic_google,desktop,UK
2026-02-15,/maths-activities-ks2,maths activities ks2,223,3478,0.0641,6.14,organic_google,desktop,AU
2026-02-15,/phonics-worksheets,free phonics sheets,22,2400,0.0092,6.8,organic_google,mobile,UK
2026-02-15,/phonics-worksheets,phonics worksheets,428,4235,0.1011,5.98,organic_yahoo,mobile,UK
2026-02-15,/reading-comprehension-year-3,reading comprehension year 3,196,2404,0.0815,7.1,organic_google,desktop,UK
2026-02-15,/science-experiments-kids,science experiments for kids,123,1991,0.0618,9.86,organic_yahoo,mobile,UK
2026-02-15,/spelling-activities,spelling activities,62,1579,0.0393,11.52,organic_bing,desktop,UK
2026-02-15,/times-tables-games,times tables games,199,2616,0.0761,8.29,organic_google,desktop,UK
2026-02-16,/classroom-display-ideas,classroom display ideas,56,1544,0.0363,14.27,organic_google,desktop,CA
2026-02-16,/eyfs-resources,eyfs resources,208,3053,0.0681,8.93,organic_bing,mobile,UK
2026-02-16,/home-learning-resources,home learning resources,697,4985,0.1398,3.99,organic_google,desktop,UK
2026-02-16,/lesson-plans-english,english lesson plans,106,2070,0.0512,10.49,organic_google,mobile,UK
2026-02-16,/maths-activities-ks2,maths activities ks2,526,4216,0.1248,5.08,organic_google,desktop,UK
2026-02-16,/phonics-worksheets,phonics worksheets,551,4447,0.1239,4.94,organic_google,mobile,UK
2026-02-16,/reading-comprehension-year-3,reading comprehension year 3,257,2842,0.0904,7.69,organic_google,desktop,UK
2026-02-16,/science-experiments-kids,science experiments for kids,163,2609,0.0625,9.71,organic_google,mobile,UK
2026-02-16,/spelling-activities,spelling activities,90,1734,0.0519,11.34,organic_google,mobile,US
2026-02-16,/times-tables-games,times tables games,136,2488,0.0547,9.2,organic_google,desktop,UK
2026-02-17,/classroom-display-ideas,classroom display ideas,37,1634,0.0226,14.14,organic_google,desktop,CA
2026-02-17,/eyfs-resources,eyfs resources,285,3278,0.0869,7.66,organic_google,mobile,AU
2026-02-17,/home-learning-resources,home learning resources,583,5666,0.1029,5.03,organic_google,desktop,UK
2026-02-17,/lesson-plans-english,english lesson plans,70,1815,0.0386,11.1,organic_bing,desktop,US
2026-02-17,/maths-activities-ks2,maths activities ks2,309,3329,0.0928,6.44,organic_google,desktop,UK
2026-02-17,/phonics-worksheets,phonics worksheets,437,4014,0.1089,4.63,organic_bing,desktop,UK
2026-02-17,/reading-comprehension-year-3,reading comprehension year 3,200,2998,0.0667,7.21,organic_bing,mobile,CA
2026-02-17,/science-experiments-kids,science experiments for kids,107,2378,0.045,11.57,organic_google,mobile,UK
2026-02-17,/spelling-activities,spelling activities,75,2108,0.0356,12.95,organic_google,desktop,AU
2026-02-17,/times-tables-games,times tables games,185,2225,0.0831,8.12,organic_google,desktop,UK
2026-02-18,/classroom-display-ideas,classroom display ideas,76,1456,0.0522,12.75,organic_google,desktop,UK
2026-02-18,/eyfs-resources,eyfs resources,355,3328,0.1067,5.27,organic_google,mobile,UK
2026-02-18,/home-learning-resources,home learning resources,757,5331,0.142,3.66,organic_google,desktop,UK
2026-02-18,/lesson-plans-english,english lesson plans,94,2062,0.0456,12.38,organic_google,desktop,UK
2026-02-18,/maths-activities-ks2,maths activities ks2,275,3232,0.0851,6.01,organic_google,desktop,AU
2026-02-18,/phonics-worksheets,phonics worksheets,621,5195,0.1195,4.95,organic_google,desktop,UK
2026-02-18,/reading-comprehension-year-3,reading comprehension year 3,264,2821,0.0936,7.42,organic_google,desktop,AU
2026-02-18,/science-experiments-kids,science experiments for kids,106,2414,0.0439,11.77,organic_google,desktop,US
2026-02-18,/spelling-activities,spelling activities,68,1859,0.0366,12.69,organic_google,desktop,AU
2026-02-18,/times-tables-games,times tables games,124,2540,0.0488,8.37,organic_google,tablet,UK
2026-02-19,/classroom-display-ideas,classroom display ideas,32,1396,0.0229,15.2,organic_bing,desktop,UK
2026-02-19,/eyfs-resources,eyfs resources,235,3515,0.0669,8.3,organic_google,desktop,AU
2026-02-19,/home-learning-resources,home learning resources,628,5766,0.1089,5.23,organic_google,desktop,AU
2026-02-19,/lesson-plans-english,english lesson plans,89,1946,0.0457,11.06,organic_google,mobile,UK
2026-02-19,/maths-activities-ks2,maths activities ks2,426,3764,0.1132,6.0,organic_google,mobile,UK
2026-02-19,/phonics-worksheets,phonics worksheets,538,4210,0.1278,4.04,organic_bing,mobile,UK
2026-02-19,/reading-comprehension-year-3,reading comprehension year 3,202,2798,0.0722,9.03,organic_google,mobile,UK
2026-02-19,/science-experiments-kids,science experiments for kids,189,2602,0.0726,9.65,organic_google,tablet,UK
2026-02-19,/spelling-activities,spelling activities,75,1905,0.0394,11.38,organic_google,desktop,UK
2026-02-19,/times-tables-games,times tables games,107,2501,0.0428,9.54,organic_google,desktop,UK
2026-02-20,/classroom-display-ideas,classroom display ideas,57,1431,0.0398,13.75,organic_google,desktop,UK
2026-02-20,/eyfs-resources,eyfs resources,320,3020,0.106,6.18,organic_bing,desktop,UK
2026-02-20,/home-learning-resources,home learning resources,571,4792,0.1192,4.48,organic_bing,mobile,UK
2026-02-20,/lesson-plans-english,english lesson plans,108,2025,0.0533,11.49,organic_google,desktop,UK
2026-02-20,/maths-activities-ks2,maths activities ks2,301,3445,0.0874,7.0,organic_google,tablet,UK
2026-02-20,/phonics-worksheets,phonics worksheets,461,4272,0.1079,5.07,organic_google,desktop,UK
2026-02-20,/reading-comprehension-year-3,reading comprehension year 3,218,3103,0.0703,7.88,organic_google,mobile,CA
2026-02-20,/science-experiments-kids,science experiments for kids,94,2346,0.0401,9.67,organic_google,mobile,UK
2026-02-20,/spelling-activities,spelling activities,126,2073,0.0608,11.61,organic_google,mobile,UK
2026-02-20,/times-tables-games,times tables games,201,2661,0.0755,7.41,organic_bing,desktop,UK
2026-02-21,/classroom-display-ideas,classroom display ideas,50,1291,0.0387,13.83,organic_google,desktop,UK
2026-02-21,/eyfs-resources,eyfs resources,259,2640,0.0981,5.53,organic_google,mobile,UK
2026-02-21,/home-learning-resources,home learning resources,506,4566,0.1108,4.98,organic_google,mobile,UK
2026-02-21,/lesson-plans-english,english lesson plans,75,2035,0.0369,11.73,organic_google,mobile,UK
2026-02-21,/maths-activities-ks2,maths activities ks2,306,3199,0.0957,7.09,organic_google,mobile,US
2026-02-21,/phonics-worksheets,phonics worksheets,480,4098,0.1171,4.7,organic_yahoo,desktop,CA
2026-02-21,/reading-comprehension-year-3,reading comprehension year 3,216,2559,0.0844,8.53,organic_google,mobile,UK
2026-02-21,/science-experiments-kids,science experiments for kids,108,1827,0.0591,10.92,organic_google,mobile,UK
2026-02-21,/spelling-activities,spelling activities,68,1389,0.049,12.87,organic_google,mobile,UK
2026-02-21,/times-tables-games,times tables games,115,2157,0.0533,9.53,organic_google,mobile,UK
2026-02-22,/classroom-display-ideas,classroom display ideas,31,1147,0.027,13.77,organic_google,desktop,CA
2026-02-22,/eyfs-resources,eyfs resources,219,2526,0.0867,7.09,organic_google,mobile,CA
2026-02-22,/home-learning-resources,home learning resources,637,4359,0.1461,3.98,organic_google,desktop,US
2026-02-22,/lesson-plans-english,english lesson plans,81,1648,0.0492,9.96,organic_google,mobile,AU
2026-02-22,/maths-activities-ks2,math activity sheets,18,2100,0.0086,7.1,organic_google,desktop,UK
2026-02-22,/maths-activities-ks2,maths activities ks2,282,3191,0.0884,6.01,organic_google,desktop,UK
2026-02-22,/phonics-worksheets,free phonics sheets,22,2400,0.0092,6.8,organic_google,mobile,UK
2026-02-22,/phonics-worksheets,phonics worksheets,335,2922,0.1146,6.3,organic_google,desktop,UK
2026-02-22,/reading-comprehension-year-3,reading comprehension year 3,238,2478,0.096,7.19,organic_google,mobile,UK
2026-02-22,/science-experiments-kids,science experiments for kids,123,1792,0.0686,10.43,organic_google,desktop,UK
2026-02-22,/spelling-activities,spelling activities,50,1600,0.0312,14.51,organic_google,mobile,UK
2026-02-22,/times-tables-games,times tables games,216,2439,0.0886,7.42,organic_google,desktop,AU
2026-02-23,/classroom-display-ideas,classroom display ideas,50,1655,0.0302,12.2,organic_bing,desktop,UK
2026-02-23,/eyfs-resources,eyfs resources,250,3405,0.0734,6.63,organic_google,mobile,UK
2026-02-23,/home-learning-resources,home learning resources,693,5738,0.1208,4.27,organic_google,desktop,US
2026-02-23,/lesson-plans-english,english lesson plans,161,2175,0.074,10.58,organic_google,mobile,UK
2026-02-23,/maths-activities-ks2,maths activities ks2,350,3976,0.088,6.86,organic_google,mobile,UK
2026-02-23,/phonics-worksheets,phonics worksheets,586,4851,0.1208,4.37,organic_google,desktop,UK
2026-02-23,/reading-comprehension-year-3,reading comprehension year 3,242,3409,0.071,7.59,organic_google,desktop,UK
2026-02-23,/science-experiments-kids,science experiments for kids,155,2195,0.0706,9.34,organic_google,mobile,US
2026-02-23,/spelling-activities,spelling activities,88,1776,0.0495,12.18,organic_google,mobile,UK
2026-02-23,/times-tables-games,times tables games,123,2565,0.048,9.53,organic_google,desktop,UK
2026-02-24,/classroom-display-ideas,classroom display ideas,52,1433,0.0363,14.15,organic_google,mobile,CA
2026-02-24,/eyfs-resources,eyfs resources,179,2973,0.0602,8.96,organic_google,desktop,UK
2026-02-24,/home-learning-resources,home learning resources,639,5269,0.1213,4.47,organic_google,desktop,US
2026-02-24,/lesson-plans-english,english lesson plans,95,2053,0.0463,11.96,organic_google,mobile,US
2026-02-24,/maths-activities-ks2,maths activities ks2,533,4120,0.1294,5.31,organic_google,mobile,CA
2026-02-24,/phonics-worksheets,phonics worksheets,595,4343,0.137,3.35,organic_google,desktop,AU
2026-02-24,/reading-comprehension-year-3,reading comprehension year 3,178,2588,0.0688,7.81,organic_google,mobile,UK
